,x,y,Phi
453,0.04342694050498412,-0.0414017009116361,-1.0
454,0.04343756548615712,-0.041390553326040615,-1.0
455,0.04344818760577323,-0.04137940301374021,-1.0
456,0.04345880686313271,-0.041368249975469465,-1.0
457,0.04346942325753596,-0.0413570942119631,-1.0
458,0.04348003678828362,-0.04134593572395603,-1.0
459,0.043490647454676484,-0.041334774512183335,-1.0
460,0.04350125525601555,-0.04132361057738032,-1.0
461,0.043511860191602025,-0.0413124439202824,-1.0
462,0.04352246226073726,-0.04130127454162523,-1.0
463,0.043533061462722816,-0.04129010244214462,-1.0
464,0.04354365779686045,-0.041278927622576546,-1.0
465,0.04355425126245212,-0.04126775008365719,-1.0
466,0.04356484185879992,-0.04125656982612289,-1.0
467,0.043575429585206195,-0.04124538685071018,-1.0
468,0.04358601444097345,-0.04123420115815576,-1.0
469,0.043596596425404366,-0.04122301274919652,-1.0
470,0.04360717553780184,-0.041211821624569524,-1.0
471,0.043617751777468954,-0.041200627785012,-1.0
472,0.04362832514370895,-0.041189431231261404,-1.0
473,0.04363889563582531,-0.04117823196405531,-1.0
474,0.043649463253121655,-0.0411670299841315,-1.0
475,0.043660027994901825,-0.041155825292227936,-1.0
476,0.04367058986046984,-0.041144617889082746,-1.0
477,0.043681148849129915,-0.04113340777543426,-1.0
478,0.04369170496018644,-0.04112219495202098,-1.0
479,0.043702258192944016,-0.04111097941958154,-1.0
480,0.043712808546707414,-0.041099761178854825,-1.0
481,0.04372335602078162,-0.04108854023057986,-1.0
482,0.04373390061447177,-0.04107731657549584,-1.0
483,0.04374444232708323,-0.04106609021434216,-1.0
484,0.04375498115792153,-0.04105486114785838,-1.0
485,0.0437655171062924,-0.04104362937678425,-1.0
486,0.04377605017150177,-0.04103239490185968,-1.0
487,0.04378658035285572,-0.04102115772382478,-1.0
488,0.04379710764966058,-0.041009917843419806,-1.0
489,0.043807632061222825,-0.04099867526138524,-1.0
490,0.04381815358684913,-0.0409874299784617,-1.0
491,0.04382867222584636,-0.04097618199539,-1.0
492,0.043839187977521586,-0.040964931312911124,-1.0
493,0.043849700841182046,-0.04095367793176625,-1.0
494,0.0438602108161352,-0.040942421852696705,-1.0
495,0.043870717901688644,-0.040931163076444024,-1.0
496,0.04388122209715023,-0.040919901603749906,-1.0
497,0.043891723401827946,-0.04090863743535623,-1.0
498,0.04390222181503,-0.040897370572005036,-1.0
499,0.04391271733606478,-0.04088610101443857,-1.0
500,0.04392320996424088,-0.04087482876339925,-1.0
501,0.04393369969886706,-0.04086355381962964,-1.0
502,0.043944186539252285,-0.040852276183872514,-1.0
503,0.04395467048470571,-0.04084099585687083,-1.0
504,0.04396515153453669,-0.040829712839367684,-1.0
